Country,Region,value,variable,year
Singapore,Southeastern Asia,0.46987,Trust (Government Corruption),2016
United Kingdom,Western Europe,0.27399,Trust (Government Corruption),2016
Chile,Latin America and Caribbean,0.11451,Trust (Government Corruption),2016
Panama,Latin America and Caribbean,0.08423,Trust (Government Corruption),2016
Argentina,Latin America and Caribbean,0.07296,Trust (Government Corruption),2016
Czech Republic,Central and Eastern Europe,0.03986,Trust (Government Corruption),2016
United Arab Emirates,Middle East and Northern Africa,0.35561,Trust (Government Corruption),2016
Uruguay,Latin America and Caribbean,0.21394,Trust (Government Corruption),2016
Malta,Western Europe,0.17554,Trust (Government Corruption),2016
Colombia,Latin America and Caribbean,0.05399,Trust (Government Corruption),2016
France,Western Europe,0.17808,Trust (Government Corruption),2016
Thailand,Southeastern Asia,0.02833,Trust (Government Corruption),2016
Saudi Arabia,Middle East and Northern Africa,0.30008,Trust (Government Corruption),2016
Taiwan,Eastern Asia,0.0663,Trust (Government Corruption),2016
Qatar,Middle East and Northern Africa,0.48049,Trust (Government Corruption),2016
Spain,Western Europe,0.06137,Trust (Government Corruption),2016
Algeria,Middle East and Northern Africa,0.16157,Trust (Government Corruption),2016
Guatemala,Latin America and Caribbean,0.08701,Trust (Government Corruption),2016
Suriname,Latin America and Caribbean,0.12692,Trust (Government Corruption),2016
Kuwait,Middle East and Northern Africa,0.23669,Trust (Government Corruption),2016
Bahrain,Middle East and Northern Africa,0.25772,Trust (Government Corruption),2016
Trinidad and Tobago,Latin America and Caribbean,0.01241,Trust (Government Corruption),2016
Venezuela,Latin America and Caribbean,0.08304,Trust (Government Corruption),2016
Slovakia,Central and Eastern Europe,0.02947,Trust (Government Corruption),2016
El Salvador,Latin America and Caribbean,0.10613,Trust (Government Corruption),2016
Malaysia,Southeastern Asia,0.09081,Trust (Government Corruption),2016
Nicaragua,Latin America and Caribbean,0.16292,Trust (Government Corruption),2016
Uzbekistan,Central and Eastern Europe,0.28333,Trust (Government Corruption),2016
Italy,Western Europe,0.02556,Trust (Government Corruption),2016
Ecuador,Latin America and Caribbean,0.18037,Trust (Government Corruption),2016
Belize,Latin America and Caribbean,0.10771,Trust (Government Corruption),2016
Japan,Eastern Asia,0.18985,Trust (Government Corruption),2016
Kazakhstan,Central and Eastern Europe,0.11132,Trust (Government Corruption),2016
Moldova,Central and Eastern Europe,0.01903,Trust (Government Corruption),2016
Russia,Central and Eastern Europe,0.03586,Trust (Government Corruption),2016
Poland,Central and Eastern Europe,0.055,Trust (Government Corruption),2016
South Korea,Eastern Asia,0.07716,Trust (Government Corruption),2016
Bolivia,Latin America and Caribbean,0.07746,Trust (Government Corruption),2016
Lithuania,Central and Eastern Europe,0.0182,Trust (Government Corruption),2016
Belarus,Central and Eastern Europe,0.17457,Trust (Government Corruption),2016
North Cyprus,Western Europe,0.16578,Trust (Government Corruption),2016
Slovenia,Central and Eastern Europe,0.03635,Trust (Government Corruption),2016
Peru,Latin America and Caribbean,0.05292,Trust (Government Corruption),2016
Turkmenistan,Central and Eastern Europe,0.28467,Trust (Government Corruption),2016
Mauritius,Sub-Saharan Africa,0.05203,Trust (Government Corruption),2016
Libya,Middle East and Northern Africa,0.10339,Trust (Government Corruption),2016
Latvia,Central and Eastern Europe,0.0889,Trust (Government Corruption),2016
Cyprus,Western Europe,0.05228,Trust (Government Corruption),2016
Paraguay,Latin America and Caribbean,0.07396,Trust (Government Corruption),2016
Romania,Central and Eastern Europe,0.00679,Trust (Government Corruption),2016
Estonia,Central and Eastern Europe,0.18519,Trust (Government Corruption),2016
Jamaica,Latin America and Caribbean,0.04294,Trust (Government Corruption),2016
Croatia,Central and Eastern Europe,0.04002,Trust (Government Corruption),2016
Hong Kong,Eastern Asia,0.31647,Trust (Government Corruption),2016
Somalia,Sub-Saharan Africa,0.3118,Trust (Government Corruption),2016
Kosovo,Central and Eastern Europe,0.06547,Trust (Government Corruption),2016
Turkey,Middle East and Northern Africa,0.12348,Trust (Government Corruption),2016
Indonesia,Southeastern Asia,0.00322,Trust (Government Corruption),2016
Jordan,Middle East and Northern Africa,0.13297,Trust (Government Corruption),2016
Azerbaijan,Central and Eastern Europe,0.17914,Trust (Government Corruption),2016
Philippines,Southeastern Asia,0.11757,Trust (Government Corruption),2016
China,Eastern Asia,0.02745,Trust (Government Corruption),2016
Bhutan,Southern Asia,0.1616,Trust (Government Corruption),2016
Kyrgyzstan,Central and Eastern Europe,0.04762,Trust (Government Corruption),2016
Serbia,Central and Eastern Europe,0.04339,Trust (Government Corruption),2016
Bosnia and Herzegovina,Central and Eastern Europe,0,Trust (Government Corruption),2016
Montenegro,Central and Eastern Europe,0.12721,Trust (Government Corruption),2016
Dominican Republic,Latin America and Caribbean,0.12372,Trust (Government Corruption),2016
Morocco,Middle East and Northern Africa,0.08404,Trust (Government Corruption),2016
Hungary,Central and Eastern Europe,0.04472,Trust (Government Corruption),2016
Pakistan,Southern Asia,0.1388,Trust (Government Corruption),2016
Lebanon,Middle East and Northern Africa,0.03061,Trust (Government Corruption),2016
Portugal,Western Europe,0.01521,Trust (Government Corruption),2016
Macedonia,Central and Eastern Europe,0.07047,Trust (Government Corruption),2016
Vietnam,Southeastern Asia,0.11556,Trust (Government Corruption),2016
Somaliland Region,Sub-Saharan Africa,0.36794,Trust (Government Corruption),2016
Tunisia,Middle East and Northern Africa,0.0817,Trust (Government Corruption),2016
Greece,Western Europe,0.04127,Trust (Government Corruption),2016
Tajikistan,Central and Eastern Europe,0.13509,Trust (Government Corruption),2016
Mongolia,Eastern Asia,0.03285,Trust (Government Corruption),2016
Laos,Southeastern Asia,0.22423,Trust (Government Corruption),2016
Nigeria,Sub-Saharan Africa,0.0305,Trust (Government Corruption),2016
Honduras,Latin America and Caribbean,0.06906,Trust (Government Corruption),2016
Iran,Middle East and Northern Africa,0.0557,Trust (Government Corruption),2016
Zambia,Sub-Saharan Africa,0.11479,Trust (Government Corruption),2016
Nepal,Southern Asia,0.07008,Trust (Government Corruption),2016
Palestinian Territories,Middle East and Northern Africa,0.10613,Trust (Government Corruption),2016
Albania,Central and Eastern Europe,0.05301,Trust (Government Corruption),2016
Bangladesh,Southern Asia,0.12583,Trust (Government Corruption),2016
Sierra Leone,Sub-Saharan Africa,0.08196,Trust (Government Corruption),2016
Iraq,Middle East and Northern Africa,0.13636,Trust (Government Corruption),2016
Namibia,Sub-Saharan Africa,0.10398,Trust (Government Corruption),2016
Cameroon,Sub-Saharan Africa,0.06126,Trust (Government Corruption),2016
Ethiopia,Sub-Saharan Africa,0.1717,Trust (Government Corruption),2016
South Africa,Sub-Saharan Africa,0.08415,Trust (Government Corruption),2016
Sri Lanka,Southern Asia,0.07964,Trust (Government Corruption),2016
India,Southern Asia,0.08722,Trust (Government Corruption),2016
Myanmar,Southeastern Asia,0.20243,Trust (Government Corruption),2016
Egypt,Middle East and Northern Africa,0.10393,Trust (Government Corruption),2016
Armenia,Central and Eastern Europe,0.03616,Trust (Government Corruption),2016
Kenya,Sub-Saharan Africa,0.06686,Trust (Government Corruption),2016
Ukraine,Central and Eastern Europe,0.01829,Trust (Government Corruption),2016
Ghana,Sub-Saharan Africa,0.0326,Trust (Government Corruption),2016
Congo (Kinshasa),Sub-Saharan Africa,0.06075,Trust (Government Corruption),2016
Georgia,Central and Eastern Europe,0.3188,Trust (Government Corruption),2016
Congo (Brazzaville),Sub-Saharan Africa,0.09753,Trust (Government Corruption),2016
Senegal,Sub-Saharan Africa,0.11681,Trust (Government Corruption),2016
Bulgaria,Central and Eastern Europe,0.00615,Trust (Government Corruption),2016
Mauritania,Sub-Saharan Africa,0.17955,Trust (Government Corruption),2016
Zimbabwe,Sub-Saharan Africa,0.08582,Trust (Government Corruption),2016
Malawi,Sub-Saharan Africa,0.07564,Trust (Government Corruption),2016
Sudan,Sub-Saharan Africa,0.10039,Trust (Government Corruption),2016
Gabon,Sub-Saharan Africa,0.09314,Trust (Government Corruption),2016
Mali,Sub-Saharan Africa,0.13647,Trust (Government Corruption),2016
Haiti,Latin America and Caribbean,0.14476,Trust (Government Corruption),2016
Botswana,Sub-Saharan Africa,0.10769,Trust (Government Corruption),2016
Comoros,Sub-Saharan Africa,0.18437,Trust (Government Corruption),2016
Ivory Coast,Sub-Saharan Africa,0.1553,Trust (Government Corruption),2016
Cambodia,Southeastern Asia,0.08092,Trust (Government Corruption),2016
Angola,Sub-Saharan Africa,0.08434,Trust (Government Corruption),2016
Niger,Sub-Saharan Africa,0.17176,Trust (Government Corruption),2016
South Sudan,Sub-Saharan Africa,0.13015,Trust (Government Corruption),2016
Chad,Sub-Saharan Africa,0.04952,Trust (Government Corruption),2016
Burkina Faso,Sub-Saharan Africa,0.12533,Trust (Government Corruption),2016
Uganda,Sub-Saharan Africa,0.06442,Trust (Government Corruption),2016
Yemen,Middle East and Northern Africa,0.05892,Trust (Government Corruption),2016
Madagascar,Sub-Saharan Africa,0.07506,Trust (Government Corruption),2016
Tanzania,Sub-Saharan Africa,0.05099,Trust (Government Corruption),2016
Liberia,Sub-Saharan Africa,0.04852,Trust (Government Corruption),2016
Guinea,Sub-Saharan Africa,0.1192,Trust (Government Corruption),2016
Rwanda,Sub-Saharan Africa,0.50521,Trust (Government Corruption),2016
Benin,Sub-Saharan Africa,0.06681,Trust (Government Corruption),2016
Afghanistan,Southern Asia,0.07112,Trust (Government Corruption),2016
Togo,Sub-Saharan Africa,0.11587,Trust (Government Corruption),2016
Syria,Middle East and Northern Africa,0.17233,Trust (Government Corruption),2016
Burundi,Sub-Saharan Africa,0.09419,Trust (Government Corruption),2016
